Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,adj_pvalue,Gene_name
ENSMUSG00000056476,14.509522538915434,4.565052288157661,1.1039780659422278,4.135093285808591,3.54810477177867e-05,0.013132617096863924,Med12l
ENSMUSG00000027952,10.690849985139819,6.4094980255476,1.550982276407504,4.132541114779039,3.587745637034604e-05,0.013132617096863924,Pmvk
ENSMUSG00000024424,524.8150114339998,-0.8557030092197396,0.2075607411127846,-4.122663103976714,3.745172483119688e-05,0.01339473830520209,Ttc39c
ENSMUSG00000076583,10.475176053894245,6.382539243724661,1.5486707242157212,4.121301671119864,3.767377176098773e-05,0.01339473830520209,Igkv8-24
ENSMUSG00000095351,74.77285233911607,9.229129964045619,2.2566892886332743,4.089676860049743,4.319745800252255e-05,0.01516175394532128,Igkv3-2
ENSMUSG00000015451,43.06394923167903,2.5676104016597288,0.632448648100068,4.059792695222069,4.911630362604107e-05,0.017020975245191475,C4a
ENSMUSG00000016018,1075.2588745956416,-0.6173247186221678,0.15250552303763334,-4.047884341013881,5.168267231757076e-05,0.017686456500476684,Mtrex
ENSMUSG00000026355,31.644850251666096,2.4859383877829964,0.616326756769624,4.033474712038523,5.49580974383758e-05,0.018575158439140916,Mcm6
ENSMUSG00000036887,281.5604328157537,1.1810381161261811,0.2934449182032912,4.024735283737263,5.7039441022616674e-05,0.01904352166922167,C1qa
ENSMUSG00000001467,2726.5406661482416,-0.8645732052927264,0.2156614553647349,-4.00893708071536,6.099266347022593e-05,0.02011802587740211,Cyp51
ENSMUSG00000013415,144.45098621359364,1.3144239398270252,0.32886508951007315,3.996848500353712,6.419135326712448e-05,0.020921031885643655,Igf2bp1
ENSMUSG00000035681,54.440582017059754,1.619261103411189,0.40663210117180626,3.9821280679634157,6.830095736526418e-05,0.021998533056339264,Kcnc2
ENSMUSG00000096422,7.008492883799727,5.807305441651326,1.4598172425057658,3.9781044315404355,6.946686204362198e-05,0.022113887001956267,Igkv12-44
ENSMUSG00000015484,335.67350078501426,-0.8831150881805591,0.22235307552397698,-3.9716792137886583,7.136778095048882e-05,0.02245788205840842,Fam163a
ENSMUSG00000094075,18.420577828069977,6.246659159156644,1.5759179507448389,3.9638225811212027,7.375907904180722e-05,0.022946617124176776,Ighv1-80
ENSMUSG00000126371,62.92350362938878,1.383394909835586,0.3499079263431053,3.9535969484700555,7.698504980798782e-05,0.023681120321272838,ENSMUSG00000126371
ENSMUSG00000027559,931.0902960429414,-1.465729807183153,0.3715193515974073,-3.945231388031368,7.972295660683395e-05,0.024250837589169925,Car3
ENSMUSG00000099146,128.9759212991348,-0.9443628856503697,0.2407038305372203,-3.9233396641120004,8.732989199643772e-05,0.0262728621229283,0610031O16Rik
ENSMUSG00000021620,2703.552827654488,-0.6807555632892901,0.17415225381813867,-3.908967862110933,9.269129259639343e-05,0.027582712145776768,Acot12
ENSMUSG00000022957,87.02609171129302,1.534251508626683,0.3934371108863382,3.899610550642539,9.634753809009954e-05,0.028362436024652205,Itsn1
ENSMUSG00000005640,348.88708085326806,-1.0665885848180892,0.2740527898452247,-3.8919092391668797,9.945845347036629e-05,0.02896674553891721,Insrr
ENSMUSG00000037894,29.59562649730796,3.8779617958268373,1.0074141607605562,3.849421565505031,0.00011839708752538462,0.034119548054552154,H2az1
ENSMUSG00000121898,59.721156019076034,1.4422426370370682,0.3753762654514762,3.8421252747624846,0.00012197354942847027,0.03442546250209516,Gm9732
ENSMUSG00000079465,6261.723171805897,-0.7050037905825576,0.18340997329085554,-3.8438683455045664,0.00012110999488675936,0.03442546250209516,Col4a3
ENSMUSG00000092500,156.83494429649195,-1.0822593714664812,0.2829122842288887,-3.825423750744188,0.00013054733697444142,0.0364693310647886,Gm20400
ENSMUSG00000024670,16.194645307810536,3.5932855086570807,0.9413361685036261,3.8172181510555006,0.00013496482843807585,0.03732254654696164,Cd6
ENSMUSG00000079492,288.36764797038717,0.9432122849729841,0.24796950213626054,3.803743108919435,0.00014252598481000357,0.038758818835821315,H2-T15
ENSMUSG00000002250,27.64133956016521,2.589629568150943,0.6809549721604984,3.8029380414606586,0.00014299012683705126,0.038758818835821315,Ppard
ENSMUSG00000120062,22.17755395038386,-2.4041289414634486,0.632588271137097,-3.800463984483861,0.0001444254088653342,0.0387640629265319,9630029G12Rik
ENSMUSG00000085391,6.691874246922552,5.749136368498609,1.5277622044917125,3.76310943653129,0.00016781372139885138,0.04417534856477264,Gm16150
